R1,R2,R3,R4,X,Y,low_barrier,barrier
D,B,C,E,A,B,29.93606737114596,24.183687727533176
C,E,E,C,A,B,29.84376700265143,24.18971103025236
A,D,A,B,C,D,24.7864610729557,24.216831571356188
C,D,E,A,C,C,28.392908622602,24.22984896991282
B,A,D,E,B,C,31.459070515231293,24.23919610865095
A,D,B,E,A,A,28.419157344036254,24.2562771738165
C,E,E,A,A,B,27.832793666204722,24.270972694594704
D,E,A,B,C,A,23.340955349042524,24.273895018078868
E,A,C,B,B,B,19.842916336027166,24.275049606678483
E,E,B,B,B,B,19.50394199313789,24.29043619049649
A,C,E,C,B,C,32.759100718010586,24.296828859106807
A,D,C,A,C,D,24.149287953473568,24.32845514053568
E,B,D,B,A,B,28.912097411415377,24.362164998125014
A,C,E,D,B,D,30.38938649029152,24.368699447777004
E,A,B,C,B,B,19.109338935545473,24.38110848254631
A,D,E,C,A,B,26.439515555622464,24.404886905475838
A,B,C,A,B,D,33.55258644777918,24.453479460570545
D,D,D,E,C,B,11.75264376503169,24.46512158121804
D,C,E,E,B,B,20.56487226096155,24.478715640329423
C,E,B,B,A,B,30.1021565788039,24.483240109074487
C,A,E,E,B,C,27.944314649906193,24.510147593631828
E,B,C,E,B,B,22.98183795210808,24.51607433967285
D,A,E,E,B,B,15.460101514733282,24.52756944352512
A,D,D,E,C,D,21.38456278668038,24.535850117862203
B,A,A,B,B,C,34.00886113668065,24.536009558371816
A,A,D,E,A,B,25.9338182206814,24.55789310336267
A,C,E,E,A,B,29.04321551602155,24.56271406916048
D,A,B,D,C,C,25.366022548221128,24.585472570871392
A,A,E,B,A,B,27.998983275279812,24.60996425368351
D,C,D,E,A,B,28.1611881992439,24.614827805422262
A,B,D,A,B,D,30.99930687388256,24.625218658837
B,E,B,A,A,B,27.89749616807395,24.632390411314653
B,E,A,B,A,B,27.90921804500273,24.63578843220867
A,D,E,B,A,A,32.43181687669418,24.678975453994155
A,E,E,D,A,A,30.578216641280605,24.68488932231579
E,C,E,E,C,B,19.994880305347607,24.687520811717768
A,A,B,B,B,C,27.7749059171367,24.693571189943096
D,A,C,D,A,A,31.121915949976287,24.69927955903968
A,D,D,C,A,A,31.099350709258914,24.709130810843263
A,E,E,E,B,B,15.025494728109827,24.71373259017088
E,C,B,D,A,B,29.22421434869708,24.762599274795623
D,A,C,C,C,C,27.164332923745647,24.782688042497337
A,E,E,B,A,A,32.6963309452852,24.813019424450733
D,E,E,C,B,A,26.182142544839664,24.822239630051424
A,D,C,C,C,C,27.114540047072353,24.828043984146536
C,D,A,E,A,B,28.576348467320226,24.86191685150674
C,C,B,E,A,C,42.46512860840896,24.88256109369508
A,E,E,C,A,A,33.96319099716949,24.903103144021472
D,E,D,D,C,A,19.505203287111225,24.91448180693188
A,D,B,A,C,D,26.23872507434333,24.93495819560672
B,A,E,E,C,D,32.63255715710422,24.944058117916445
D,C,D,E,C,D,31.286292056552497,24.96861862065412
A,D,A,C,A,A,30.637146055974494,24.97272271157941
A,D,C,B,C,C,27.88177078044965,24.983378821451417
A,E,C,C,B,B,18.37208432948229,24.99160836657762
A,A,E,C,C,D,26.831351296521863,25.01073145870496
C,A,E,C,B,D,32.13137789057189,25.012040898753813
E,A,C,C,B,B,18.024883337567907,25.01665923831364
A,D,C,A,A,A,31.502732624473325,25.027213537169985
C,C,E,E,A,B,30.665885989892494,25.048716024071243
A,D,D,B,C,C,25.42657093739396,25.073208607545407
D,A,E,E,C,C,21.55605485070161,25.1290134057086
E,B,E,A,B,B,20.21765871877639,25.16356022074756
A,D,A,D,B,D,22.517794696175592,25.18578418727641
D,C,E,E,B,C,29.422770896402575,25.21679747319652
A,D,B,E,B,C,25.79326864865322,25.252914204598195
D,E,E,E,B,A,20.483088951248597,25.28795902731971
D,A,B,E,A,B,25.278993259209816,25.29392897118116
B,E,D,E,B,B,22.214029909770694,25.303751477347973
E,A,E,E,A,A,32.70052270857991,25.304348537523467
B,E,D,E,A,B,27.417463970543,25.3272798076874
E,E,E,B,C,A,25.74877822703307,25.359452471660344
D,A,E,D,A,A,33.22813894946671,25.385966241918062
D,C,D,A,B,C,30.48158645733323,25.389944297443037
E,D,E,C,C,A,26.659639604224505,25.408529833300296
D,A,E,D,C,D,23.103869719669756,25.4094069139063
B,A,B,C,A,C,40.081477395272614,25.41351223793602
C,D,A,E,C,C,30.296584114247544,25.423278759877668
B,E,C,D,A,B,29.735527893427527,25.425413383137176
E,C,C,A,C,C,31.39882333070227,25.44946998868293
A,A,E,B,C,C,27.98052194646109,25.48100457736538
D,A,D,C,A,B,27.964846759919894,25.48526473604387
A,D,C,D,A,B,27.725407969900488,25.487403394982728
C,E,A,C,C,C,31.27409954743018,25.49484516604782
D,C,D,B,B,C,33.421794648287026,25.50330664188727
D,C,A,E,C,D,30.622550185550466,25.54831337107322
D,D,C,D,B,A,26.703113460403642,25.54982404342057
D,B,E,E,A,B,27.739658710054012,25.57385931914897
C,D,A,D,B,C,30.752946654259723,25.575863253670832
D,A,D,B,B,C,26.12417321965365,25.602750403098405
A,A,C,D,B,D,26.47352029410231,25.61806079404653
A,A,C,B,B,C,27.328131721932483,25.62767457868703
A,A,B,C,B,C,27.41023506144573,25.655790579420756
D,A,D,D,B,C,23.066288177061235,25.665991654496963
C,A,E,E,B,D,30.431366874164432,25.714148393711096
D,D,C,A,B,B,16.576183590252192,25.721133249433716
E,C,D,A,A,B,30.034065525726213,25.73728917234812
A,D,D,A,A,A,33.66661746958458,25.73985817731321
D,E,E,C,B,B,17.288682947472704,25.752131501395997
D,E,C,C,C,A,21.791364628494833,25.753929570756497
C,D,D,C,C,C,34.27121029768793,25.76100363025936
B,E,B,D,A,B,30.77609547885855,25.781131867504342
C,E,A,D,A,B,30.07077482997323,25.78162738910998
A,D,D,C,C,D,25.74097200897571,25.842212312951936
C,A,E,B,A,B,31.63758441048712,25.843478593989094
D,A,A,D,A,B,28.30670764628983,25.84365516130977
E,C,D,E,B,B,21.605985779568712,25.846114697884005
A,D,D,A,A,B,28.328896381309445,25.849404154651864
C,E,C,D,A,B,31.052776956137347,25.89616720043218
A,D,C,E,A,B,28.438039104108082,25.89756521690112
C,E,D,D,A,B,30.695573463118933,25.900278875930628
E,C,D,D,A,B,30.675662587477994,25.905433935946157
E,C,D,C,A,B,31.04636380929009,25.92524751058756
D,C,E,C,A,B,31.49914327028789,25.97109792161944
D,A,C,E,A,B,27.382605819321835,25.97903069182528
E,C,B,C,A,B,30.783242811730823,26.040709656663555
D,A,C,B,A,B,26.393468910413546,26.05647778681915
C,E,E,D,A,B,30.1045473898705,26.063137735041217
D,A,C,E,B,C,25.73750815678465,26.069795606211763
E,B,E,D,A,A,33.83669136231786,26.08683254047101
A,A,B,B,B,D,29.372501112436026,26.10514538489692
E,D,B,A,B,A,26.65145060544101,26.107312973813983
D,E,B,D,C,A,25.60667870669419,26.119030999975585
D,E,B,A,B,A,27.06371805475861,26.12038678477587
D,D,C,D,B,B,18.45905086749642,26.129798351347727
A,E,D,B,A,A,32.164284487528406,26.13037827429659
A,D,E,C,B,C,25.75123178909686,26.141383915769403
E,A,A,E,A,A,31.905135624952045,26.155580557024184
A,D,B,C,A,B,26.30227295861341,26.160997105804725
E,A,B,B,A,A,31.898163994657875,26.168226640050637
D,A,B,E,B,C,27.10874185949814,26.209423764693987
D,A,B,D,A,B,28.32998824773306,26.24626280764963
D,C,B,E,B,C,34.15234117795886,26.24839627263992
A,D,D,B,A,B,28.211376406949775,26.28920618444381
A,E,B,A,A,A,32.67242283436949,26.29893290636164
A,D,E,A,B,C,22.081161053698494,26.308933036602145
E,C,A,B,A,B,30.5016353850253,26.33471541484902
B,E,B,E,A,B,32.30334686210039,26.37613141791831
D,A,A,E,B,C,22.432522433516002,26.393030960944845
D,A,C,C,C,D,29.141709403015867,26.41182684751013
A,D,D,B,C,D,27.374554872981836,26.41403926785238
B,A,A,E,B,C,32.888907327774334,26.450243222291203
C,E,B,A,A,B,30.658650805624163,26.457384512916107
D,E,E,B,B,A,25.957732606696826,26.471699288500066
E,B,E,A,A,B,29.990441067118162,26.477262840878016
E,D,B,D,B,B,18.622466884814443,26.492574429688823
A,E,A,B,A,A,32.803409161952914,26.51150900479686
D,A,E,E,C,D,23.20698835166101,26.51152942938645
A,A,C,C,B,C,28.272621331620652,26.536996951093123
E,B,E,E,C,B,22.565824271326104,26.547809138313504
E,D,C,D,B,A,26.94019281481937,26.587918865600468
D,B,D,E,A,B,28.96579967214573,26.604411265937863
A,D,A,A,A,A,32.61676901907129,26.61511172694141
C,B,E,B,A,C,46.684634089080035,26.62896072552447
E,A,D,B,A,A,31.98101407053825,26.691286755473204
D,C,A,B,B,C,33.443368423855254,26.715742755588987
A,D,C,B,C,D,30.101604370456705,26.718440768959542
D,D,E,E,C,A,24.340439888861635,26.722440597891307
E,A,E,C,A,A,34.946994075561705,26.72541724866784
D,A,E,B,A,A,33.22902373781363,26.732594747190976
C,D,B,A,B,C,33.29257789746879,26.73336196532636
D,E,E,D,B,A,22.58983278358762,26.73573205431737
C,E,A,B,A,B,31.67539185625747,26.7535749510529
A,E,C,E,A,A,32.00430722221659,26.75388500034065
D,A,E,C,C,C,27.60306244781659,26.76183765331206
D,D,C,C,C,B,18.782494350924008,26.777708396875116
A,D,E,B,C,C,28.839551041068827,26.786634881852027
D,A,E,B,C,C,28.448706765068884,26.790824367024648
D,E,A,A,B,A,22.89603858171419,26.79869292109693
E,B,C,A,A,B,30.704854328254704,26.80290173322855
A,E,B,D,A,A,29.51316363622347,26.80736682647941
C,C,C,E,A,C,45.13381972501464,26.80893338752825
C,E,D,A,A,B,31.00315978200648,26.84599452504021
A,D,D,C,A,B,28.978080032592768,26.862668773930807
D,D,E,C,C,B,18.29005629109433,26.86316868438232
E,D,C,A,B,A,25.181277483938544,26.882312575203937
A,C,E,E,B,C,32.10227400133392,26.899140260880145
D,A,C,D,A,B,28.960873722826012,26.9147519554914
A,A,C,B,B,D,29.115504607422324,26.92315170320039
C,C,A,D,A,C,46.26534480867051,26.92945843317113
A,E,E,C,A,B,29.64266276638637,26.946073873110716
A,B,D,E,B,D,33.091222657214985,26.96288693784952
C,D,B,C,B,C,35.36556799503135,26.967392817286715
E,C,B,B,A,B,33.43063625672786,27.011844480191048
C,C,D,A,A,C,46.094122573509146,27.029770072112694
A,D,A,C,B,C,26.067546764737315,27.08550956567888
D,A,C,A,B,C,26.082374813601238,27.08931320552021
D,A,B,A,A,B,28.63446211969276,27.10947142778427
A,D,C,D,B,C,27.339552394288795,27.11443861775904
D,A,C,B,B,C,29.290429148492716,27.12196968138647
C,D,A,A,B,C,33.312620549989795,27.130708179468417
B,E,A,E,A,B,30.805349970489768,27.14681082620765
C,E,A,C,C,D,33.67363930064083,27.156573150029757
D,A,D,C,B,C,27.565487180521806,27.159303816947254
C,D,D,E,A,B,30.47510428449608,27.170014146745583
D,D,B,A,A,A,33.79965575317083,27.18360688678836
D,D,B,E,B,A,23.968872704144452,27.20078559866499
D,E,A,C,B,A,25.49034472518257,27.20122104254539
A,D,B,A,A,B,28.84592653738911,27.20632004963575
E,A,B,C,A,A,31.700467134900425,27.212357916327683
D,E,A,B,B,A,26.313919534416907,27.222139102188823
C,C,A,B,A,C,45.663011014575346,27.23742355000376
E,C,A,A,A,B,31.341512890415988,27.24575033345769
A,D,C,E,B,C,27.171135126561435,27.247368347099663
A,A,E,B,B,C,28.793127890162154,27.264798103628586
D,A,E,A,B,C,23.853379585567083,27.27699621576055
C,E,A,A,A,B,31.32995416590154,27.281924126133653
D,D,B,E,B,B,19.20817167771057,27.284602880638825
D,D,D,E,C,A,21.62866397197401,27.30201857742306
E,C,B,A,C,D,35.28517148092941,27.315912421948894
D,A,B,A,B,C,26.691065278646192,27.317889581375532
B,E,E,D,B,B,22.43960074036271,27.332930086035446
D,D,C,E,B,A,24.889121622952853,27.371903240460536
A,D,B,E,A,B,29.924985553817752,27.41170516426501
D,A,D,D,B,D,24.6892284800774,27.455347043888494
B,D,E,A,C,D,33.169554664864975,27.46893769410998
D,D,E,B,B,A,27.741465937346163,27.515951649068757
D,A,E,B,B,D,28.96837873627523,27.552118481535462
D,C,C,D,C,D,36.32630382526376,27.565793333563395
A,D,A,C,A,B,29.195493240078232,27.566572978266745
D,E,C,A,B,A,25.975949206769208,27.574816817381105
E,D,A,C,B,A,25.91387596957754,27.57690995368571
A,A,E,E,B,C,25.81543855833801,27.58466729743325
C,C,D,D,A,C,48.0251574780977,27.58519054619631
C,E,D,C,C,C,34.53735589081465,27.58852102549849
A,D,D,E,A,A,33.285913746739794,27.60229250490209
D,C,A,C,B,C,33.91378090122233,27.60242353136125
E,A,D,C,A,A,34.03628957582757,27.61365711002965
D,C,C,E,B,C,35.6677640075767,27.61452991051128
D,A,E,B,A,B,29.940848993350503,27.629892522665045
D,A,E,E,A,A,33.91456528804509,27.63168227693522
D,D,E,E,C,B,15.483444866995349,27.63728960352163
A,E,C,D,A,A,34.01085034175763,27.64310067965885
D,D,C,E,B,B,18.685092330281968,27.647188243132465
D,C,D,A,B,D,33.04589137280326,27.66243567341641
D,A,D,B,B,D,28.751210257286427,27.66578088105772
C,C,D,E,A,C,46.94596040947524,27.67235156186464
A,D,A,B,A,B,28.704379225326086,27.68025464278958
D,A,C,A,A,B,29.194809254743955,27.713340893073788
A,B,E,E,A,C,44.36726670169355,27.728438994982163
A,D,C,A,A,B,29.892926094823867,27.73588243082741
A,D,C,A,B,C,26.818242623554035,27.752434976163247
D,A,A,C,B,C,26.90227241732542,27.754748226994472
E,C,C,D,A,B,33.064070322420015,27.78040438557092
C,E,D,C,A,B,33.04265969915911,27.79300555070863
D,E,C,B,C,B,20.413598551896754,27.796602686685453
C,A,B,E,A,C,41.410636587831426,27.7996840883099
C,B,A,D,A,C,46.42126836270308,27.847533190476756
B,E,A,D,A,B,31.548936147032528,27.848167909953983
A,A,E,C,B,C,27.972276471994142,27.850878396405903
C,E,E,B,A,B,32.627650033333346,27.86254927624468
A,A,C,C,B,D,30.045034391223815,27.866067416348667
D,A,C,E,B,D,27.81591993636635,27.867667745767875
C,D,D,D,B,C,34.33422479898131,27.893908228980184
A,D,E,A,B,D,23.962428181727265,27.90111996029428
B,E,D,A,A,B,31.51457372822542,27.90990982086749
A,D,D,E,B,C,25.0785730083147,27.91902782961247
E,B,A,C,A,B,31.904928546804012,27.92226269691505
A,E,D,D,A,A,34.60478178389289,27.93534618537466
D,A,A,E,B,D,24.072556094611,27.966628002059853
A,E,B,B,A,B,30.305118243087524,27.971598003170293
C,D,E,D,C,C,33.004469472448605,27.972843710446828
C,D,A,B,B,C,36.021158518133554,28.042383755146545
C,D,D,A,B,C,32.5437018158583,28.045769935527147
D,C,D,C,B,C,36.54718716014701,28.061176566263065
C,D,E,E,B,B,23.851603733702184,28.06717963829361
D,E,D,D,B,A,25.445176593292196,28.079355163176988
D,C,A,D,B,C,32.68356740255221,28.105222496718827
C,C,A,E,A,C,46.39738535222192,28.10805555211013
E,A,B,E,A,A,34.551054422692324,28.112775364571743
E,C,A,C,A,B,32.1100111931517,28.122775473446048
D,A,B,E,B,D,29.160729215210164,28.12547025577624
D,C,D,E,B,C,33.26841878252866,28.15072299045253
C,E,A,C,A,B,33.085876276606484,28.20798037214932
D,D,A,E,B,A,23.804691125374163,28.212128741903506
D,E,C,E,B,A,26.493544121324167,28.235597222269263
D,C,E,B,A,B,33.5982377622052,28.255419152165175
C,D,E,D,A,B,31.147750515043132,28.28761700339292
E,E,E,C,B,A,27.496919220186538,28.293664976083694
A,A,E,B,B,D,30.247713676162785,28.298812900430296
D,B,C,A,C,C,37.289141811833034,28.309402130670318
B,E,A,A,A,B,31.539002672096743,28.316179623171987
B,A,A,E,B,D,34.860096563573144,28.369078879021867
B,A,E,E,B,C,35.010014852026146,28.39745154667922
E,C,C,A,A,B,32.94326219837604,28.410413416799184
D,D,A,E,B,B,16.03070215459189,28.47055081237301
D,C,C,A,B,C,35.64388727219525,28.508756618789032
C,D,A,C,B,C,35.62779165404426,28.52307059558385
A,E,B,E,A,A,34.07884099323982,28.56063276550471
E,D,C,D,B,B,20.285304240095087,28.56237755933209
A,D,A,C,B,D,28.079737469709016,28.59441682202301
E,A,C,D,A,A,35.02718978632998,28.61106792204428
E,C,B,E,A,B,34.17308664122031,28.611533792571358
D,A,E,D,B,C,26.134671453136068,28.61871799744189
A,E,D,D,A,B,30.85639159111531,28.65079326521265
D,A,C,A,B,D,28.104091112241036,28.678062540825827
A,E,D,C,A,A,34.86285133017373,28.69395674222988
A,C,B,E,A,C,44.56178208846192,28.72361955618566
D,A,E,C,C,D,29.740911924562997,28.739808525585357
B,D,D,A,B,C,33.930372251609036,28.818717088920938
E,D,C,C,C,B,21.44442719034059,28.86611526224081
A,E,E,D,A,B,29.516508261698227,28.86682728152833
D,C,A,A,B,D,35.81759444477632,28.885223498687903
D,E,E,B,A,A,36.0677824720172,28.897444718133897
D,C,A,B,B,D,35.926586565253054,28.89759806410424
D,E,C,C,C,B,21.370261845479423,28.906103200472547
E,D,B,E,A,A,36.08318782962719,28.92458883839166
C,D,C,E,B,C,36.60044388915404,28.926696901216705
D,C,E,C,B,C,36.69339686759127,28.93016444637183
D,C,A,E,B,C,32.444687096086724,28.935507560983574
C,D,E,A,B,C,32.677675088696226,28.938918725622237
D,A,C,B,B,D,31.230186434556103,28.94389457600651
C,D,E,E,A,B,32.13113943713928,28.95622772430938
A,D,C,E,B,D,28.826178814340853,28.961351176473343
A,E,E,E,A,A,32.939013959326545,28.97194337208517
E,B,A,C,C,C,35.54184168132846,29.026539016010894
D,A,E,A,B,D,25.70832269103632,29.089361649822177
D,A,D,C,B,D,29.444802754178916,29.10100498181553
D,A,B,A,B,D,28.935541165486963,29.10529327371627
A,D,C,D,B,D,29.384574394592352,29.107814454846668
E,C,C,C,A,B,33.31807988239323,29.11640344253013
E,A,A,D,A,A,36.47642919175778,29.13389797185526
D,B,A,C,B,C,35.73441806399594,29.183296148280437
D,A,A,C,B,D,29.114168012109683,29.190609997191988
D,E,D,B,A,A,35.02279094492291,29.194716218958828
D,B,A,A,B,C,33.89265265723474,29.202399943126032
B,D,A,A,B,C,34.06883221710741,29.24316437987917
C,E,C,E,A,B,31.718024849930394,29.253600539519574
D,A,E,E,B,C,25.82146892453047,29.30334553050677
E,A,A,E,A,B,30.192342240405424,29.36943317415749
E,D,B,D,A,A,35.60826355934347,29.38990831438989
D,A,B,D,B,C,29.806342337607212,29.415970601349507
A,D,D,B,B,C,29.732685275609228,29.43321211202083
C,D,A,A,B,D,33.98411216308038,29.43529712460349
E,A,E,A,A,A,36.56643915074554,29.48225701626197
D,B,D,C,B,C,36.67683061746075,29.489218887481623
D,E,C,B,A,A,35.664601359886774,29.508701619705484
A,D,C,A,B,D,29.05562137810626,29.51533359803724
E,A,A,C,A,A,36.1885905960255,29.518216058861448
E,A,E,B,A,A,36.726523092681234,29.53364601610222
E,B,A,E,A,B,33.035004083566335,29.55634917518037
E,A,E,D,A,A,36.869394449714775,29.64558652625706
E,A,D,E,A,A,35.76609474222802,29.678593728590545
E,E,B,B,A,A,35.23989667270051,29.690916838025117
D,C,A,C,B,D,36.31500865461646,29.697158144618463
A,D,C,C,B,C,31.589699162558794,29.704954972391203
D,C,C,E,B,D,37.81785619452853,29.716919132688627
E,C,E,A,A,B,32.962871869515844,29.71873640195236
A,D,E,D,B,C,26.575540784284872,29.729187191982657
D,A,C,C,B,C,31.724205818230743,29.753811853532547
D,A,B,C,B,C,32.32877354597089,29.77562236032488
A,D,C,B,B,C,32.25748219464063,29.779537811098777
B,E,E,A,A,B,32.763273656041804,29.786594067241797
C,D,A,E,B,C,34.13042854714851,29.812527524073523
E,A,C,E,A,A,35.28857885772238,29.82584021283143
C,E,A,E,A,B,32.87337646831265,29.854302968879672
B,E,E,C,B,C,39.19131128068756,29.90390222001423
C,B,A,E,A,C,47.22756156115239,29.94664026391157
C,E,A,B,B,C,36.6137972906542,29.9578077763974
C,D,D,C,B,C,37.99124333738065,30.11782843207513
B,A,E,E,B,D,37.32902003894104,30.12018038604865
E,C,E,C,A,B,35.17868312359957,30.133006254059964
E,A,B,D,A,B,32.14692757547541,30.14320503442764
A,E,D,B,A,B,32.15431336199431,30.14435458224473
B,E,E,D,A,B,32.71257716557975,30.14938305033997
E,C,E,E,B,B,25.33785364791381,30.150918491285868
D,C,E,A,B,C,34.63295068416454,30.1533416223156
D,D,C,C,B,B,22.58464955535779,30.15981622491885
E,E,E,C,B,B,22.12055609855621,30.22266959566825
E,C,C,A,B,C,35.73662689724205,30.222910256917807
E,B,D,A,A,B,33.56223754365566,30.22586049075941
A,A,E,E,B,D,28.34300906930483,30.2338667239909
A,A,E,C,B,D,31.563870872663006,30.23618550306791
C,E,A,C,B,C,35.69251298131965,30.2456735972349
D,C,A,D,B,D,34.756137068933,30.25254158540505
A,E,D,E,A,A,35.59825478321106,30.312503645514187
C,E,E,E,A,B,31.601841470812023,30.313621160866614
B,D,E,A,B,C,34.50530898202021,30.42869034784365
E,C,C,E,A,B,34.805252235550086,30.448346385065417
A,C,C,E,A,C,46.461316017432154,30.466390743812845
D,C,C,A,B,D,37.87152080451789,30.472152377063885
B,D,A,D,B,C,35.60185041249621,30.49904430239016
A,D,A,E,A,B,31.08324881618655,30.505479352482222
E,E,C,A,B,A,28.934286146399327,30.505852464556742
D,B,D,A,B,C,35.66487746413171,30.514066168874606
E,A,B,E,A,B,32.38412615671445,30.55021115695165
A,B,E,A,B,C,35.148330490302335,30.61350102091516
D,D,D,A,C,C,20.271894362626124,30.63306107524292
D,C,A,E,B,D,34.65248505410773,30.65168716350675
D,A,E,D,B,D,28.18622582732421,30.666298353353884
A,E,A,A,A,A,36.25043792976998,30.67685661943926
A,D,E,B,A,B,31.437961096614202,30.691589279953128
A,B,E,E,A,D,48.17822586411253,30.764588433190685
A,B,D,D,A,C,47.166573915284616,30.767206222292387
A,E,B,D,A,B,32.67687187650297,30.865567349632745
E,A,D,C,A,B,33.37985191501242,30.86713327194276
C,E,C,A,B,C,36.03945041933122,30.867478120957013
E,A,D,B,A,B,33.083912171964045,30.90802704401493
D,E,E,C,A,A,39.70330881082363,30.950585340237996
A,E,C,D,A,B,33.325911200635446,30.96112221197937
E,E,C,C,C,B,24.665019164624887,30.979410527543347
C,D,E,A,B,D,35.13099240340582,30.99635602281101
A,D,E,B,B,C,33.233623382340355,31.00444845992259
A,E,E,B,A,B,33.15259935897995,31.02291977678017
C,B,D,E,A,C,50.68419122379851,31.04798054302888
D,D,A,D,C,C,19.56806091126834,31.058742194298222
E,E,C,D,B,A,30.853348170213028,31.21662431202901
D,B,A,D,B,D,36.65726487194764,31.23014984706003
D,A,E,C,A,B,33.657349154612575,31.259138155497315
A,D,E,E,C,C,26.944654407152285,31.286879331293505
D,E,E,E,A,A,37.17137083391266,31.29392123969399
B,A,D,D,A,C,48.04964917282352,31.386771156568592
E,A,B,A,A,B,32.654978070991774,31.41712165124826
B,D,A,A,B,D,36.574759926480446,31.43808543563094
A,E,A,B,A,B,32.71242656332919,31.44076106328719
A,D,E,D,B,D,28.448562437989377,31.50752966858027
D,B,A,C,B,D,38.43860111650199,31.51254388281585
A,E,D,C,A,B,33.69350625054807,31.514249431997957
A,E,A,A,A,B,32.52003215855355,31.52148911797136
A,D,D,B,B,D,31.965276132714514,31.52356362994037
E,A,C,D,A,B,33.73964074704604,31.523950336910957
E,E,C,C,B,A,30.38307374496842,31.530657402848664
C,A,C,E,A,C,46.533335279759044,31.5405573656658
A,D,D,E,A,B,32.09479408835492,31.572444233913533
A,D,C,C,B,D,33.82448630299611,31.599846352861977
B,E,A,C,C,C,39.202248771007596,31.629251778758107
A,D,C,B,B,D,34.30753682106614,31.672240234097732
D,D,E,E,B,B,20.044340602092515,31.73441032909188
D,A,E,E,B,D,27.906325226172665,31.740689183340542
E,B,B,E,A,B,35.248976734787966,31.808221302212257
A,D,E,E,A,B,32.450799038290164,31.843294659120065
A,E,C,E,A,B,33.70311342058385,31.84984980002894
E,D,B,A,A,A,38.6558699967296,31.85036846864908
E,C,B,B,B,C,40.823570099295125,31.88196566836048
E,C,A,D,B,D,35.655345595149875,31.909720490845256
C,D,A,E,B,D,36.89752569935245,31.942679706725507
E,A,C,E,A,B,34.33082369768042,31.97062845112925
D,A,E,B,B,C,33.14091513257814,31.97195335716836
D,D,D,C,A,A,39.29985786954798,31.988284626819095
D,A,B,B,B,C,34.552409843125766,32.001267220441434
E,C,C,C,B,C,39.51456023616655,32.00518864904308
D,E,E,D,A,A,40.80792001311714,32.034198218098346
D,C,E,A,B,D,36.61919387241714,32.08063785700591
D,B,C,C,B,C,41.65054600993736,32.09024813416522
D,E,B,D,B,A,32.07824038845951,32.10249491407897
D,E,B,A,A,A,37.965145218232635,32.104988970015214
D,C,E,D,B,C,38.622335890300604,32.11058171343852
C,D,E,E,C,C,36.57398808971444,32.132257261748734
D,D,E,C,A,A,41.17491892902021,32.13298147799782
E,C,C,A,B,D,37.86663250576081,32.17402264557131
C,D,E,D,B,C,36.89681033855525,32.19729171308292
E,A,B,C,A,B,33.32654498520764,32.222285155610834
B,E,E,E,A,B,34.824535601647206,32.25268794947029
C,A,D,E,A,C,47.88684811492122,32.26412549049543
B,A,B,E,A,C,46.1622387268787,32.27240210461236
C,E,D,E,A,B,34.875181891311506,32.28189137245792
D,D,E,A,A,A,41.9090736382123,32.307245614849705
C,A,D,B,A,C,48.5081640704697,32.31394665109581
E,A,C,B,A,B,31.9103251282816,32.31653723292718
A,C,D,E,A,C,47.44762913364295,32.34261851775637
A,E,B,C,A,B,33.7517014791456,32.464436530999244
E,E,B,C,B,A,32.322705529322796,32.46898694544572
D,C,E,E,A,B,36.03554103527416,32.52826627890025
D,E,C,C,B,B,25.54980124786045,32.55060101152236
E,D,C,C,B,B,25.372448245196484,32.55087350241819
D,A,E,D,A,B,32.70679152824064,32.55507460563179
E,E,B,C,A,A,39.54239655640281,32.61585788978392
C,A,B,D,A,C,47.74678800027872,32.67594132888845
A,C,D,B,A,C,47.73807816886064,32.677548410169706
D,D,B,E,A,A,35.9095559581714,32.77670364006856
A,D,E,E,C,D,28.992575501670984,32.7862944769103
E,E,C,D,B,B,24.578309905342522,32.80283898366798
D,D,E,E,A,A,40.143895762734786,32.817683512792456
E,A,C,C,A,B,34.41615871101617,32.82118311741428
B,A,B,D,A,C,46.959495788938575,32.82304593699202
E,C,B,D,B,D,40.35582453738227,32.82770943164464
A,E,C,C,A,B,34.41117628583465,32.82821224575925
D,D,C,C,A,A,37.52964109302715,32.887884088909125
B,A,C,E,A,C,50.42787242898369,32.90550216795001
A,E,B,A,A,B,35.28441219486221,32.92678588111615
E,E,E,B,A,A,40.277762358877496,32.937201206178486
D,D,C,E,A,A,37.66149338372968,32.97338558739412
E,E,E,A,A,A,41.89566376074333,33.168326762624766
D,B,C,A,B,C,41.20800122851915,33.170561802639426
A,C,D,D,A,C,49.03952654296356,33.2014558328437
B,A,A,E,A,C,47.67385257417765,33.21553794177542
B,E,D,A,B,C,37.644776531348604,33.23807348179757
C,A,B,A,A,C,47.261785927765686,33.25721898161179
A,C,A,B,A,C,47.550459111189824,33.33724538539421
E,D,E,E,A,A,41.540763227502474,33.356600730511296
C,A,D,D,A,C,49.65106590092653,33.452071040417486
C,D,E,C,B,C,42.911990655009234,33.453303548019164
E,A,B,B,A,B,36.71333911858812,33.48474833274158
D,D,B,A,A,B,34.042552120388585,33.59537220186727
D,D,D,A,A,A,41.252510475474125,33.65514918363129
A,C,A,E,A,C,47.11407647270147,33.745331899015675
D,D,D,D,A,B,34.925307348127205,33.7897048333922
E,E,A,E,A,A,43.1737813325696,33.79999426501995
E,B,A,C,B,C,39.5709356873795,33.80950019532732
