R1,R2,R3,R4,X,Y,low_barrier,barrier
A,A,A,E,B,C,42.046027580990994,33.91522381974262
B,D,E,A,B,D,49.10468712679121,33.98868478510626
A,D,E,D,B,D,39.43401939512778,34.02584835361041
B,A,E,A,B,D,48.99812974272241,34.15660767405218
A,A,B,E,C,D,42.00072139683547,34.19708060919879
D,C,A,A,B,D,41.914865550544114,34.28538668942043
A,D,E,A,B,C,39.755850179069135,34.32396951653455
D,A,A,E,B,C,41.36984219687791,34.80302928006583
A,A,E,E,B,D,42.05643796307735,35.08258090331863
A,A,D,D,B,D,42.13585556205124,35.10809047770299
D,B,A,A,B,D,41.52912292654901,35.71376712437764
D,B,E,A,B,D,52.28563932732877,36.22498441369693
D,A,E,A,B,D,39.82724820702327,36.30949177950367
A,A,A,A,B,D,41.488278335083095,36.33264004672645
A,D,A,A,B,C,40.50103022972763,36.44796320727308
A,A,E,A,B,D,43.509178871472876,36.98854347130799
A,A,A,E,B,D,43.569024449762594,36.9902679512648
A,D,E,A,B,D,42.312072772664905,37.1599109992726
D,A,D,A,B,D,40.88852360504609,37.24169002982426
D,A,A,E,B,D,41.78354036778991,37.45778883306138
A,A,E,B,B,D,46.96275256291027,40.413344620402704
B,A,A,A,A,C,74.27796386479514,60.08722095520008
A,A,E,E,A,D,69.15641979021699,60.61397968171278
